gemeentCode;gemeenteNaam;veiligheidsRegioCode;veiligheidsRegioNaam;provincieCode;Provincie;Land;;;
GM1942;Gooise Meren;VR14;Gooi en Vechtstreek                               ;PV27;Noord Holland;NL;;;
GM1942;Gooise Meren;VR14;Gooi en Vechtstreek                               ;PV27;Noord Holland;NL;;;
GM0392;Haarlem;VR12;Kennemerland                                      ;PV27;Noord Holland;NL;;;
GM0392;Haarlem;VR12;Kennemerland                                      ;PV27;Noord Holland;NL;;;
GM0394;Haarlemmermeer;VR12;Kennemerland                                      ;PV27;Noord Holland;NL;;;
GM0394;Haarlemmermeer;VR12;Kennemerland                                      ;PV27;Noord Holland;NL;;;
GM0396;Heemskerk;VR12;Kennemerland                                      ;PV27;Noord Holland;NL;;;
GM0396;Heemskerk;VR12;Kennemerland                                      ;PV27;Noord Holland;NL;;;
GM0397;Heemstede;VR12;Kennemerland                                      ;PV27;Noord Holland;NL;;;
GM0397;Heemstede;VR12;Kennemerland                                      ;PV27;Noord Holland;NL;;;
GM0399;Heiloo;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0399;Heiloo;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0402;Hilversum;VR14;Gooi en Vechtstreek                               ;PV27;Noord Holland;NL;;;
GM0402;Hilversum;VR14;Gooi en Vechtstreek                               ;PV27;Noord Holland;NL;;;
GM1911;Hollands Kroon;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM1911;Hollands Kroon;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0405;Hoorn;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0405;Hoorn;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0406;Huizen;VR14;Gooi en Vechtstreek                               ;PV27;Noord Holland;NL;;;
GM0406;Huizen;VR14;Gooi en Vechtstreek                               ;PV27;Noord Holland;NL;;;
GM1598;Koggenland;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM1598;Koggenland;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0415;Landsmeer;VR11;Zaanstreek-Waterland                              ;PV27;Noord Holland;NL;;;
GM0415;Landsmeer;VR11;Zaanstreek-Waterland                              ;PV27;Noord Holland;NL;;;
GM0417;Laren (NH.);VR14;Gooi en Vechtstreek                               ;PV27;Noord Holland;NL;;;
GM0420;Medemblik;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0420;Medemblik;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0431;Oostzaan;VR11;Zaanstreek-Waterland                              ;PV27;Noord Holland;NL;;;
GM0431;Oostzaan;VR11;Zaanstreek-Waterland                              ;PV27;Noord Holland;NL;;;
GM0432;Opmeer;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0432;Opmeer;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0437;Ouder-Amstel;VR13;Amsterdam-Amstelland                              ;PV27;Noord Holland;NL;;;
GM0437;Ouder-Amstel;VR13;Amsterdam-Amstelland                              ;PV27;Noord Holland;NL;;;
GM0439;Purmerend;VR11;Zaanstreek-Waterland                              ;PV27;Noord Holland;NL;;;
GM0439;Purmerend;VR11;Zaanstreek-Waterland                              ;PV27;Noord Holland;NL;;;
GM0441;Schagen;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0441;Schagen;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0532;Stede Broec;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0532;Stede Broec;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0448;Texel;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0448;Texel;VR10;Noord-Holland-Noord                               ;PV27;Noord Holland;NL;;;
GM0450;Uitgeest;VR12;Kennemerland                                      ;PV27;Noord Holland;NL;;;
GM0450;Uitgeest;VR12;Kennemerland                                      ;PV27;Noord Holland;NL;;;
GM0451;Uithoorn;VR13;Amsterdam-Amstelland                              ;PV27;Noord Holland;NL;;;
GM0451;Uithoorn;VR13;Amsterdam-Amstelland                              ;PV27;Noord Holland;NL;;;
GM0453;Velsen;VR12;Kennemerland                                      ;PV27;Noord Holland;NL;;;
GM0453;Velsen;VR12;Kennemerland                                      ;PV27;Noord Holland;NL;;;
GM0852;Waterland;VR11;Zaanstreek-Waterland                              ;PV27;Noord Holland;NL;;;
GM0852;Waterland;VR11;Zaanstreek-Waterland                              ;PV27;Noord Holland;NL;;;
GM1696;Wijdemeren;VR14;Gooi en Vechtstreek                               ;PV27;Noord Holland;NL;;;
GM1696;Wijdemeren;VR14;Gooi en Vechtstreek                               ;PV27;Noord Holland;NL;;;
GM0880;Wormerland;VR11;Zaanstreek-Waterland                              ;PV27;Noord Holland;NL;;;
GM0479;Zaanstad;VR11;Zaanstreek-Waterland                              ;PV27;Noord Holland;NL;;;
GM0479;Zaanstad;VR11;Zaanstreek-Waterland                              ;PV27;Noord Holland;NL;;;
GM0473;Zandvoort;VR12;Kennemerland                                      ;PV27;Noord Holland;NL;;;
GM0473;Zandvoort;VR12;Kennemerland                                      ;PV27;Noord Holland;NL;;;
GM0518;'s-Gravenhage (gemeente);VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM0518;'s-Gravenhage (gemeente);VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM0503;Delft;VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM0503;Delft;VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM1916;Leidschendam-Voorburg;VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM1916;Leidschendam-Voorburg;VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM1842;Midden-Delfland;VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM1842;Midden-Delfland;VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM1926;Pijnacker-Nootdorp;VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM1926;Pijnacker-Nootdorp;VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM0603;Rijswijk (ZH.);VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM0603;Rijswijk (ZH.);VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM0629;Wassenaar;VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM0629;Wassenaar;VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM1783;Westland;VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM1783;Westland;VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM0637;Zoetermeer;VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM0637;Zoetermeer;VR15;Haaglanden                                        ;PV28;Zuid Holland;NL;;;
GM0484;Alphen aan den Rijn;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM0484;Alphen aan den Rijn;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM1901;Bodegraven-Reeuwijk;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM1901;Bodegraven-Reeuwijk;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM0654;Borsele;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM0654;Borsele;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM0664;Goes;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM0664;Goes;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM0513;Gouda;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM0513;Gouda;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM0534;Hillegom;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM0534;Hillegom;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM0677;Hulst;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM0677;Hulst;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM1884;Kaag en Braassem;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV20; VR01       
GM1884;Kaag en Braassem;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV21; VR02       
GM0678;Kapelle;VR19;Zeeland                                           ;PV29;Zeeland;NL;;PV22; VR03       
GM0678;Kapelle;VR19;Zeeland                                           ;PV29;Zeeland;NL;;PV23; VR04       
GM0537;Katwijk;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV23; VR05       
GM0537;Katwijk;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV25; VR06       
GM1931;Krimpenerwaard;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV25; VR07       
GM1931;Krimpenerwaard;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV25; VR08       
GM0546;Leiden;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV26; VR09       
GM0546;Leiden;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV27; VR10       
GM0547;Leiderdorp;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV27; VR11       
GM0547;Leiderdorp;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV27; VR12       
GM0553;Lisse;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV27; VR13       
GM0553;Lisse;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV27; VR14       
GM0687;Middelburg (Z.);VR19;Zeeland                                           ;PV29;Zeeland;NL;;PV28; VR15       
GM0687;Middelburg (Z.);VR19;Zeeland                                           ;PV29;Zeeland;NL;;PV29; VR16       
GM0569;Nieuwkoop;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV30; VR17       
GM0569;Nieuwkoop;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV31; VR18       
GM1695;Noord-Beveland;VR19;Zeeland                                           ;PV29;Zeeland;NL;;PV29; VR19       
GM0575;Noordwijk;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV30; VR20       
GM0575;Noordwijk;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV30; VR21       
GM0579;Oegstgeest;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV30; VR22       
GM0579;Oegstgeest;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;PV31; VR23       
GM0703;Reimerswaal;VR19;Zeeland                                           ;PV29;Zeeland;NL;;PV31; VR24       
GM0703;Reimerswaal;VR19;Zeeland                                           ;PV29;Zeeland;NL;;PV24; VR25       
GM1676;Schouwen-Duiveland;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM1676;Schouwen-Duiveland;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM1714;Sluis;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM1714;Sluis;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM0715;Terneuzen;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM0715;Terneuzen;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM1525;Teylingen;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM1525;Teylingen;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM0716;Tholen;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM0716;Tholen;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM0717;Veere;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM0717;Veere;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM0718;Vlissingen;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM0718;Vlissingen;VR19;Zeeland                                           ;PV29;Zeeland;NL;;;
GM0626;Voorschoten;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM0626;Voorschoten;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM0627;Waddinxveen;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM0627;Waddinxveen;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM0638;Zoeterwoude;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM0638;Zoeterwoude;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM1892;Zuidplas;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM1892;Zuidplas;VR16;Hollands-Midden                                   ;PV28;Zuid Holland;NL;;;
GM0796;'s-Hertogenbosch;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0796;'s-Hertogenbosch;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0613;Albrandswaard;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0613;Albrandswaard;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM1723;Alphen-Chaam;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM1959;Altena;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM1959;Altena;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0743;Asten;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0743;Asten;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0744;Baarle-Nassau;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0744;Baarle-Nassau;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0489;Barendrecht;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0489;Barendrecht;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM1724;Bergeijk;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM1724;Bergeijk;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0748;Bergen op Zoom;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0748;Bergen op Zoom;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM1721;Bernheze;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM1721;Bernheze;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0753;Best;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0753;Best;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM1728;Bladel;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM1728;Bladel;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0755;Boekel;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0755;Boekel;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0757;Boxtel;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0757;Boxtel;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0758;Breda;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0758;Breda;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0502;Capelle aan den IJssel;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0502;Capelle aan den IJssel;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM1706;Cranendonck;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM1706;Cranendonck;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0762;Deurne;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0762;Deurne;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0766;Dongen;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0766;Dongen;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM1719;Drimmelen;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM1719;Drimmelen;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0770;Eersel;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0770;Eersel;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0772;Eindhoven;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0772;Eindhoven;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0777;Etten-Leur;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0777;Etten-Leur;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0779;Geertruidenberg;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0779;Geertruidenberg;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM1771;Geldrop-Mierlo;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM1771;Geldrop-Mierlo;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM1652;Gemert-Bakel;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM1652;Gemert-Bakel;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0784;Gilze en Rijen;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0784;Gilze en Rijen;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM1924;Goeree-Overflakkee;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM1924;Goeree-Overflakkee;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0785;Goirle;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0785;Goirle;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM1655;Halderberge;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM1655;Halderberge;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM1658;Heeze-Leende;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM1658;Heeze-Leende;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0794;Helmond;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0794;Helmond;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0797;Heusden;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0797;Heusden;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0798;Hilvarenbeek;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0798;Hilvarenbeek;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0542;Krimpen aan den IJssel;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0542;Krimpen aan den IJssel;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM1659;Laarbeek;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM1659;Laarbeek;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM1982;Land van Cuijk;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM1982;Land van Cuijk;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM1621;Lansingerland;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM1621;Lansingerland;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0809;Loon op Zand;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM1991;Maashorst;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM1991;Maashorst;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0556;Maassluis;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0556;Maassluis;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM1948;Meierijstad;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM1948;Meierijstad;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM1709;Moerdijk;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM1709;Moerdijk;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM1930;Nissewaard;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM1930;Nissewaard;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0820;Nuenen, Gerwen en Nederwetten;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0820;Nuenen, Gerwen en Nederwetten;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0823;Oirschot;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0824;Oisterwijk;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0824;Oisterwijk;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0826;Oosterhout;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0826;Oosterhout;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0828;Oss;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0828;Oss;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM1667;Reusel-De Mierden;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM1667;Reusel-De Mierden;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0597;Ridderkerk;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0597;Ridderkerk;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM1674;Roosendaal;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM1674;Roosendaal;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0599;Rotterdam;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0599;Rotterdam;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0840;Rucphen;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0840;Rucphen;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0606;Schiedam;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0606;Schiedam;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0845;Sint-Michielsgestel;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0845;Sint-Michielsgestel;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0847;Someren;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0847;Someren;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0848;Son en Breugel;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0851;Steenbergen;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0855;Tilburg;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0855;Tilburg;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0858;Valkenswaard;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0858;Valkenswaard;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0861;Veldhoven;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0861;Veldhoven;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0622;Vlaardingen;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0622;Vlaardingen;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM1992;Voorne aan Zee;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM1992;Voorne aan Zee;VR17;Rotterdam-Rijnmond                                ;PV28;Zuid Holland;NL;;;
GM0865;Vught;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0865;Vught;VR21;Brabant-Noord                                     ;PV30;Noord Brabant;NL;;;
GM0866;Waalre;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0866;Waalre;VR22;Brabant-Zuidoost                                  ;PV30;Noord Brabant;NL;;;
GM0867;Waalwijk;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0867;Waalwijk;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0873;Woensdrecht;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0873;Woensdrecht;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0879;Zundert;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0879;Zundert;VR20;Midden- en West-Brabant                           ;PV30;Noord Brabant;NL;;;
GM0482;Alblasserdam;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM0482;Alblasserdam;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM0888;Beek (L.);VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0888;Beek (L.);VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM1954;Beekdaelen;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM1954;Beekdaelen;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0889;Beesel;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0889;Beesel;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0893;Bergen (L.);VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0893;Bergen (L.);VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0899;Brunssum;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0899;Brunssum;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0505;Dordrecht;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM0505;Dordrecht;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM1711;Echt-Susteren;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM1711;Echt-Susteren;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM1903;Eijsden-Margraten;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM1903;Eijsden-Margraten;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
